"Product","product_map"
"IS1380-like element ISSp1 family transposase","A40063"
"IS1380-like element ISSpn5 family transposase","A31761"
"IS1380-like element ISSpo2 family transposase","A35790"
"IS1380-like element ISSsu5 family transposase","A23126"
"IS1380-like element ISStr1 family transposase","A55104"
"IS1380-like element ISTps2 family transposase","A46203"
"IS1380-like element ISTro1 family transposase","A37990"
"IS1380 family transposase","A16932"
"IS1380 family transposase ISSsu5","A45485"
"IS150 family conserved protein InsB","A49355"
"IS150 ORF B","A63808"
"IS150 ORF1(ORF A)","A63809"
"IS1536 family serine type transposase","A59092"
"IS1595-like element IS1016 family transposase","A34095"
"IS1595-like element IS1016C family transposase","A27650"
"IS1595-like element IS1016C2 family transposase","A46211"
"IS1595-like element IS1595 family transposase","A18910"
"IS1595-like element ISAar1 family transposase","A46489"
"IS1595-like element ISAba36 family transposase","A33450"
"IS1595-like element ISAchd1 family transposase","A14216"
"IS1595-like element ISAcr1 family transposase","A51505"
"IS1595-like element ISAcra1 family transposase","A27517"
"IS1595-like element ISAeca5 family transposase","A34363"
"IS1595-like element ISAeme10 family transposase","A57562"
"IS1595-like element ISAhy1 family transposase","A38469"
"IS1595-like element ISAju1 family transposase","A38972"
"IS1595-like element ISAlis1 family transposase","A66316"
"IS1595-like element ISAma5 family transposase","A34796"
"IS1595-like element ISAmu1 family transposase","A44027"
"IS1595-like element ISAs23 family transposase","A43341"
"IS1595-like element ISAth1 family transposase","A52423"
"IS1595-like element ISAwo1 family transposase","A63890"
"IS1595-like element ISAzo7 family transposase","A61815"
"IS1595-like element ISAzvi1 family transposase","A45339"
"IS1595-like element ISBasa1 family transposase","A62159"
"IS1595-like element ISBbi1 family transposase","A20057"
"IS1595-like element ISBeba1 family transposase","A27729"
"IS1595-like element ISBeba2 family transposase","A27733"
"IS1595-like element ISBeba3 family transposase","A27730"
"IS1595-like element ISBko1 family transposase","A62334"
"IS1595-like element ISBse1 family transposase","A62498"
"IS1595-like element ISBsm2 family transposase","A38587"
"IS1595-like element ISBsp6 family transposase","A55144"
"IS1595-like element ISBsp8 family transposase","A50705"
"IS1595-like element ISBsu3 family transposase","A41498"
"IS1595-like element ISBth19 family transposase","A42370"
"IS1595-like element ISBun1 family transposase","A56960"
"IS1595-like element ISBun2 family transposase","A56961"
"IS1595-like element ISBvu2 family transposase","A26929"
"IS1595-like element ISBwe1 family transposase","A42951"
"IS1595-like element ISCac2 family transposase","A50409"
"IS1595-like element ISCagr1 family transposase","A34650"
"IS1595-like element ISCaha1 family transposase","A45373"
"IS1595-like element ISCaje5 family transposase","A34192"
"IS1595-like element ISCaje6 family transposase","A29224"
"IS1595-like element ISCal1 family transposase","A58783"
"IS1595-like element ISCamsp1 family transposase","A62404"
"IS1595-like element ISCco2 family transposase","A33580"
"IS1595-like element ISCco4 family transposase","A62380"
"IS1595-like element ISChpi1 family transposase","A39180"
"IS1595-like element ISCig1 family transposase","A43675"
"IS1595-like element ISClph1 family transposase","A70775"
"IS1595-like element ISClsp5 family transposase","A44512"
"IS1595-like element ISCosp3 family transposase","A71383"
"IS1595-like element ISCpe8 family transposase","A55828"
"IS1595-like element ISCrsp1 family transposase","A27069"
"IS1595-like element ISCsp2 family transposase","A35584"
"IS1595-like element ISCza1 family transposase","A40242"
"IS1595-like element ISDae1 family transposase","A60752"
"IS1595-like element ISDal1 family transposase","A59938"
"IS1595-like element ISDeor1 family transposase","A62386"
"IS1595-like element ISDeor2 family transposase","A62385"
"IS1595-like element ISDesu2 family transposase","A51300"
"IS1595-like element ISDor1 family transposase","A50949"
"IS1595-like element ISDsh3 family transposase","A61375"
"IS1595-like element ISEc69 family transposase","A34722"
"IS1595-like element ISEc70 family transposase","A40223"
"IS1595-like element ISEc75 family transposase","A36045"
"IS1595-like element ISEco1 family transposase","A42374"
"IS1595-like element ISEvi1 family transposase","A70725"
"IS1595-like element ISEvi2 family transposase","A36368"
"IS1595-like element ISFbr1 family transposase","A71493"
"IS1595-like element ISFlc1 family transposase","A50370"
"IS1595-like element ISFlsp2 family transposase","A27769"
"IS1595-like element ISFlsp4 family transposase","A27768"
"IS1595-like element ISFps1 family transposase","A37719"
"IS1595-like element ISFtu3 family transposase","A26281"
"IS1595-like element ISFtu6 family transposase","A50688"
"IS1595-like element ISFtu7 family transposase","A50687"
"IS1595-like element ISGes1 family transposase","A51229"
"IS1595-like element ISGes2 family transposase","A51228"
"IS1595-like element ISGlo2 family transposase","A63119"
"IS1595-like element ISGps1 family transposase","A70922"
"IS1595-like element ISGur2 family transposase","A70979"
"IS1595-like element ISH4 family transposase","A35943"
"IS1595-like element ISHce1 family transposase","A55586"
"IS1595-like element ISHch1 family transposase","A57029"
"IS1595-like element ISHja1 family transposase","A46694"
"IS1595-like element ISHla12 family transposase","A61883"
"IS1595-like element ISHli6 family transposase","A50313"
"IS1595-like element ISHli7 family transposase","A50314"
"IS1595-like element ISHma4 family transposase","A45067"
"IS1595-like element ISHp1 family transposase","A70749"
"IS1595-like element ISHpa1 family transposase","A43240"
"IS1595-like element ISHps3 family transposase","A36622"
"IS1595-like element ISHrub1 family transposase","A63932"
"IS1595-like element ISHsi1 family transposase","A46695"
"IS1595-like element ISHsi3 family transposase","A46696"
"IS1595-like element ISHti15 family transposase","A57364"
"IS1595-like element ISHti5 family transposase","A57356"
"IS1595-like element ISHvo5 family transposase","A45744"
"IS1595-like element ISHvo6 family transposase","A45743"
"IS1595-like element ISHwa30 family transposase","A71275"
"IS1595-like element ISHwa6 family transposase","A71277"
"IS1595-like element ISHyma1 family transposase","A69312"
"IS1595-like element ISIse1 family transposase","A71458"
"IS1595-like element ISKde1 family transposase","A55692"
"IS1595-like element ISKki2 family transposase","A38990"
"IS1595-like element ISKpn3 family transposase","A21380"
"IS1595-like element ISLgu1 family transposase","A33222"
"IS1595-like element ISLsp1 family transposase","A40831"
"IS1595-like element ISLsp6 family transposase","A40838"
"IS1595-like element ISMdi18 family transposase","A30226"
"IS1595-like element ISMha2 family transposase","A23501"
"IS1595-like element ISMha3 family transposase","A23499"
"IS1595-like element ISMha4 family transposase","A23484"
"IS1595-like element ISMobv1 family transposase","A62398"
"IS1595-like element ISMov1 family transposase","A69313"
"IS1595-like element ISMpo2 family transposase","A60754"
"IS1595-like element ISMsa1 family transposase","A34698"
"IS1595-like element ISMva1 family transposase","A62666"
"IS1595-like element ISMvi1 family transposase","A55567"
"IS1595-like element ISMyr1 family transposase","A71020"
"IS1595-like element ISNe7 family transposase","A61612"
"IS1595-like element ISNesp1 family transposase","A55694"
"IS1595-like element ISNha5 family transposase","A61512"
"IS1595-like element ISNma3 family transposase","A44493"
"IS1595-like element ISNme3 family transposase","A12436"
"IS1595-like element ISNme4 family transposase","A33486"
"IS1595-like element ISNpe28 family transposase","A64134"
"IS1595-like element ISNph2 family transposase","A61653"
"IS1595-like element ISNur1 family transposase","A34319"
"IS1595-like element ISNwa1 family transposase","A61866"
"IS1595-like element ISNwi1 family transposase","A66289"
"IS1595-like element ISNwi2 family transposase","A66292"
"IS1595-like element ISNwi3 family transposase","A66291"
"IS1595-like element ISNwi4 family transposase","A66290"
"IS1595-like element ISOan10 family transposase","A46068"
"IS1595-like element ISOar1 family transposase","A66364"
"IS1595-like element ISOdsp1 family transposase","A49962"
"IS1595-like element ISPana1 family transposase","A51804"
"IS1595-like element ISPdo1 family transposase","A61989"
"IS1595-like element ISPemu1 family transposase","A62667"
"IS1595-like element ISPepr2 family transposase","A38303"
"IS1595-like element ISPesp2 family transposase","A56315"
"IS1595-like element ISPin1 family transposase","A42664"
"IS1595-like element ISPla1 family transposase","A42362"
"IS1595-like element ISPma1 family transposase","A60499"
"IS1595-like element ISPna2 family transposase","A57271"
"IS1595-like element ISPosp3 family transposase","A60297"
"IS1595-like element ISPpr5 family transposase","A69402"
"IS1595-like element ISPpr6 family transposase","A69406"
"IS1595-like element ISPrsp1 family transposase","A39964"
"IS1595-like element ISPsh1 family transposase","A12023"
"IS1595-like element ISPssp3 family transposase","A42393"
"IS1595-like element ISPto1 family transposase","A66387"
"IS1595-like element ISPto10 family transposase","A66388"
"IS1595-like element ISPto11 family transposase","A66395"
"IS1595-like element ISRan1 family transposase","A41565"
"IS1595-like element ISRhru1 family transposase","A57937"
"IS1595-like element ISRhtr1 family transposase","A64963"
"IS1595-like element ISRm32 family transposase","A35265"
"IS1595-like element ISRpa1 family transposase","A55795"
"IS1595-like element ISRso22 family transposase","A50033"
"IS1595-like element ISRsy1 family transposase","A44826"
"IS1595-like element ISSag10 family transposase","A17057"
"IS1595-like element ISShvi1 family transposase","A58791"
"IS1595-like element ISSod11 family transposase","A36385"
"IS1595-like element ISSpo3 family transposase","A35793"
"IS1595-like element ISSpo8 family transposase","A35789"
"IS1595-like element ISSpps1 family transposase","A61902"
"IS1595-like element ISSsu9 family transposase","A60431"
"IS1595-like element ISTfo1 family transposase","A51696"
"IS1595-like element ISTni3 family transposase","A46566"
"IS1595-like element ISUnb1 family transposase","A66274"
"IS1595-like element ISUnb2 family transposase","A66275"
"IS1595-like element ISVal3 family transposase","A61686"
"IS1595-like element ISXca4 family transposase","A20222"
"IS1595-like element ISXo16 family transposase","A18135"
"IS1595-like element ISXo2 family transposase","A18061"
"IS1595-like element ISXo5 family transposase","A18020"
"IS1595 family transposase","A12085"
"IS1595 family transposase ISPlba4","A50857"
"IS1634-like element IS1549 family transposase","A42395"
"IS1634-like element IS1634 family transposase","A27049"
"IS1634-like element ISAs25 family transposase","A21371"
"IS1634-like element ISAtsp2 family transposase","A46178"
"IS1634-like element ISAva4 family transposase","A42571"
